1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
38516,2019,11,A,3051579,7H8778,98040681,2014/11/12 00:00,2,376,,2018/10/24 00:00,2019/11/4 00:00,60,2019/11/6 00:00,2019/6/6 00:00,551HO00681,6,2017/6/10 00:00,2018/11/25 00:00,509HO12026
38517,2019,11,A,4051525,501HO08778,41310,2015/4/11 00:00,3,19,,2019/10/16 00:00,2019/11/4 00:00,55,2019/11/6 00:00,,,0,2018/7/31 00:00,,
38518,2019,11,A,4051518,501HO02747,41346,2015/2/26 00:00,2,460,,2018/8/1 00:00,2019/11/4 00:00,57,2019/11/6 00:00,2019/5/31 00:00,007HO12095,3,2017/7/29 00:00,2019/2/9 00:00,551HO00695
38519,2019,11,A,4051526,7H10233,97040103,2015/4/11 00:00,2,136,,2019/6/21 00:00,2019/11/4 00:00,55,2019/11/6 00:00,,,0,2017/9/26 00:00,,
38520,2019,11,A,4051517,501HO02747,98040659,2015/2/18 00:00,3,108,,2019/7/19 00:00,2019/11/4 00:00,57,2019/11/6 00:00,,,0,2018/6/15 00:00,,
38521,2019,11,A,4051556,501H2611,2040695,2015/7/23 00:00,2,170,,2019/5/18 00:00,2019/11/4 00:00,52,2019/11/6 00:00,2019/9/28 00:00,501HO12434,1,2018/1/31 00:00,2019/9/28 00:00,501HO12434
38522,2019,11,A,4051562,507HO10429,95040492,2015/9/16 00:00,2,176,,2019/5/12 00:00,2019/11/4 00:00,50,2019/11/6 00:00,2019/7/18 00:00,551HO00687,1,2018/7/13 00:00,2019/7/18 00:00,551HO00687
38523,2019,11,A,4051534,007HO10406,99040435,2015/5/20 00:00,3,125,,2019/7/2 00:00,2019/11/4 00:00,54,2019/11/6 00:00,2019/9/8 00:00,501HO12658,2,2018/10/13 00:00,2019/8/18 00:00,501HO12658
38524,2019,11,A,4051543,007HO10217,41364,2015/6/24 00:00,2,62,,2019/9/3 00:00,2019/11/4 00:00,53,2019/11/6 00:00,,,0,2018/4/5 00:00,,
38525,2019,11,A,4051542,501H10814,99040448,2015/6/21 00:00,3,5,,2019/10/30 00:00,2019/11/4 00:00,53,2019/11/6 00:00,,,0,2018/11/5 00:00,,
38526,2019,11,A,4051559,507HO10429,98040663,2015/9/3 00:00,2,308,,2018/12/31 00:00,2019/11/4 00:00,50,2019/11/6 00:00,2019/4/9 00:00,TW1HO00521,1,2018/1/12 00:00,2019/4/9 00:00,TW1HO00521
38527,2019,11,A,4051563,507HO10429,2040699,2015/9/17 00:00,2,174,,2019/5/14 00:00,2019/11/4 00:00,50,2019/11/6 00:00,2019/10/13 00:00,501HO12434,5,2018/6/14 00:00,2019/6/21 00:00,007HO12095
38528,2019,11,A,4051528,007HO10233,41350,2015/4/25 00:00,2,33,,2019/10/2 00:00,2019/11/4 00:00,55,2019/11/6 00:00,,,0,2018/2/4 00:00,,
38529,2019,11,A,4051551,501HO08778,2040661,2015/7/11 00:00,2,280,,2019/1/28 00:00,2019/11/4 00:00,52,2019/11/6 00:00,,,0,2017/9/25 00:00,,
38530,2019,11,A,4051565,007HO10272,94040407,2015/9/28 00:00,2,161,,2019/5/27 00:00,2019/11/4 00:00,50,2019/11/6 00:00,,,0,2018/3/19 00:00,,
38531,2019,11,A,4051572,511HO10814,96040547,2015/10/30 00:00,3,97,,2019/7/30 00:00,2019/11/4 00:00,49,2019/11/6 00:00,2019/9/22 00:00,501HO12658,1,2018/11/2 00:00,2019/9/22 00:00,501HO12658
38532,2019,11,A,4051541,007HO10433,41356,2015/6/21 00:00,2,157,,2019/5/31 00:00,2019/11/4 00:00,53,2019/11/6 00:00,,,0,2018/1/28 00:00,,
38533,2019,11,A,4051569,007HO10272,97040118,2015/10/10 00:00,2,345,,2018/11/24 00:00,2019/11/4 00:00,49,2019/11/6 00:00,2019/11/2 00:00,501HO00687,5,2017/11/21 00:00,2019/3/12 00:00,551HO00687
38534,2019,11,A,4051577,507HO11621,2040692,2015/12/23 00:00,1,583,,2018/3/31 00:00,2019/11/4 00:00,47,2019/11/6 00:00,2019/4/11 00:00,TW1HO00521,6,,2018/8/31 00:00,509HO12026
38535,2019,11,A,4051553,007HO10217,98040653,2015/7/17 00:00,2,273,,2019/2/4 00:00,2019/11/4 00:00,52,2019/11/6 00:00,2019/10/14 00:00,501HO12434,3,2017/12/28 00:00,2019/5/20 00:00,551HO00681
38536,2019,11,A,4051568,7H10272,99040446,2015/10/6 00:00,1,385,,2018/10/15 00:00,2019/11/4 00:00,49,2019/11/6 00:00,2019/7/16 00:00,551HO00687,3,,2019/3/15 00:00,551HO00687
38537,2019,11,A,4051532,501HO02611,1040549,2015/5/13 00:00,3,90,,2019/8/6 00:00,2019/11/4 00:00,54,2019/11/6 00:00,2019/9/14 00:00,501HO12658,1,2018/9/23 00:00,2019/9/14 00:00,501HO12658
38538,2019,11,A,4051527,007HO10406,98040665,2015/4/15 00:00,3,3,,2019/11/1 00:00,2019/11/4 00:00,55,2019/11/6 00:00,,,0,2018/7/27 00:00,,
38539,2019,11,A,4051575,007HO09961,2040702,2015/12/1 00:00,2,192,,2019/4/26 00:00,2019/11/4 00:00,47,2019/11/6 00:00,2019/6/26 00:00,551HO00687,1,2017/12/31 00:00,2019/6/26 00:00,551HO00687
38540,2019,7,A,5051790,,,2016/7/20 00:00,1,314,,2018/8/21 00:00,2019/7/1 00:00,36,2019/7/2 00:00,2019/2/4 00:00,551HO00657,3,,2018/10/23 00:00,509HO12026
38541,2019,7,A,5051878,551HO00699,3040227,2016/12/4 00:00,1,34,,2019/5/28 00:00,2019/7/1 00:00,31,2019/7/2 00:00,2019/10/18 00:00,501HO00687,0,,2019/10/18 00:00,501HO00687
38542,2019,7,A,5051783,,,2016/5/15 00:00,1,323,,2018/8/12 00:00,2019/7/1 00:00,38,2019/7/2 00:00,2019/2/10 00:00,551HO00695,3,,2018/9/7 00:00,509HO12026
38543,2019,7,A,5051876,551H0699,2040756,2016/11/18 00:00,1,184,,2018/12/29 00:00,2019/7/1 00:00,32,2019/7/2 00:00,2019/8/28 00:00,501HO12658,2,,2019/2/8 00:00,551HO00695
38544,2019,7,A,5051869,551HO00699,3040209,2016/10/31 00:00,1,160,,2019/1/22 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/5/31 00:00,551HO00681,3,,2019/2/15 00:00,551HO00695
38545,2019,7,A,5051853,200HO00491,97040124,2016/9/18 00:00,1,183,,2018/12/30 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/8/18 00:00,501HO12658,1,,2019/6/2 00:00,007HO12095
38546,2019,7,A,5051764,,,2016/6/1 00:00,1,319,,2018/8/16 00:00,2019/7/1 00:00,37,2019/7/2 00:00,2018/11/19 00:00,509HO12026,3,,2018/9/12 00:00,509HO12026
38547,2019,7,A,5051864,551HO00699,99040460,2016/10/27 00:00,1,17,,2019/6/14 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/8/26 00:00,501HO12658,0,,2019/8/26 00:00,501HO12658
38548,2019,7,A,5051819,007HO11585,2040759,2016/2/18 00:00,1,371,,2018/6/25 00:00,2019/7/1 00:00,41,2019/7/2 00:00,2019/6/1 00:00,551HO00681,6,,2018/11/8 00:00,509HO12026
38549,2019,7,A,5051770,,,2015/11/20 00:00,1,435,,2018/4/22 00:00,2019/7/1 00:00,44,2019/7/2 00:00,2018/11/25 00:00,509HO12026,2,,2018/10/29 00:00,509HO12026
38550,2019,7,A,5051823,501HO10648,2040763,2016/4/3 00:00,2,102,,2019/3/21 00:00,2019/7/1 00:00,39,2019/7/2 00:00,2019/7/15 00:00,551HO00687,1,2018/7/25 00:00,2019/6/6 00:00,551HO00681
38551,2019,7,A,5051788,,,2016/6/9 00:00,1,312,,2018/8/23 00:00,2019/7/1 00:00,37,2019/7/2 00:00,2019/2/3 00:00,551HO00657,3,,2018/10/5 00:00,509HO12026
38552,2019,7,A,5051862,551H0699,41310,2016/10/18 00:00,1,235,,2018/11/8 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/8/6 00:00,501HO12658,4,,2019/2/27 00:00,551HO00695
38553,2019,7,A,5051845,007HO11585,3040213,2016/8/2 00:00,1,211,,2018/12/2 00:00,2019/7/1 00:00,35,2019/7/2 00:00,2019/4/29 00:00,551HO00687,3,,2019/2/16 00:00,551HO00695
38554,2019,7,A,5051774,,,2016/3/3 00:00,1,414,,2018/5/13 00:00,2019/7/1 00:00,40,2019/7/2 00:00,2019/2/9 00:00,551HO00687,2,,2018/8/31 00:00,509HO12026
38555,2019,7,A,5051828,200HO00402,2040720,2016/4/9 00:00,1,238,,2018/11/5 00:00,2019/7/1 00:00,39,2019/7/2 00:00,2019/1/25 00:00,551HO00687,2,,2019/1/1 00:00,551HO00687
38556,2019,7,A,5051855,200HO00491,95040492,2016/9/20 00:00,1,182,,2018/12/31 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/7/13 00:00,551HO00687,1,,2019/5/4 00:00,551HO00687
38557,2019,7,A,5051858,011HO10469,1040545,2016/9/27 00:00,1,35,,2019/5/27 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/8/9 00:00,501HO12658,0,,2019/8/9 00:00,501HO12658
38558,2019,7,A,5051772,,,2016/1/2 00:00,1,379,,2018/6/17 00:00,2019/7/1 00:00,42,2019/7/2 00:00,2018/12/25 00:00,551HO00687,3,,2018/9/9 00:00,509HO12026
38559,2019,7,A,5051873,007HO11585,1040504,2016/11/6 00:00,1,143,,2019/2/8 00:00,2019/7/1 00:00,32,2019/7/2 00:00,2019/10/6 00:00,501HO12434,1,,2019/6/2 00:00,551HO00681
38560,2019,7,A,5051765,,,2016/6/5 00:00,1,334,,2018/8/1 00:00,2019/7/1 00:00,37,2019/7/2 00:00,2019/4/23 00:00,TW1HO00521,3,,2019/2/9 00:00,551HO00695
38561,2019,7,A,5051787,,,2016/6/5 00:00,1,321,,2018/8/14 00:00,2019/7/1 00:00,37,2019/7/2 00:00,2018/12/10 00:00,551HO00687,4,,2018/9/12 00:00,509HO12026
38562,2019,7,A,5051789,,,2016/7/18 00:00,1,305,,2018/8/30 00:00,2019/7/1 00:00,36,2019/7/2 00:00,2019/1/31 00:00,551HO00687,4,,2018/10/29 00:00,509HO12026
38563,2019,7,A,5051882,551HO00699,2040677,2016/12/7 00:00,1,39,,2019/5/23 00:00,2019/7/1 00:00,31,2019/7/2 00:00,2019/10/15 00:00,501HO12434,0,,2019/8/7 00:00,501HO12658
38564,2019,7,A,5051847,551HO00699,3040215,2016/8/15 00:00,1,147,,2019/2/4 00:00,2019/7/1 00:00,35,2019/7/2 00:00,2019/4/12 00:00,551HO00687,2,,2019/3/23 00:00,007HO11757
38565,2019,7,A,5051857,200HO00402,98040658,2016/9/23 00:00,1,134,,2019/2/17 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/9/4 00:00,501HO12658,1,,2019/5/30 00:00,TW1HO00521
38566,2019,7,A,5051782,,,2016/5/8 00:00,1,343,,2018/7/23 00:00,2019/7/1 00:00,38,2019/7/2 00:00,2018/11/13 00:00,509HO12026,2,,2018/9/12 00:00,509HO12026
38567,2019,7,A,5051779,,,2016/6/6 00:00,1,339,,2018/7/27 00:00,2019/7/1 00:00,37,2019/7/2 00:00,2018/12/13 00:00,151HO00699,2,,2018/9/20 00:00,509HO12026
38568,2019,7,A,5051821,507HO11621,3040202,2016/2/22 00:00,1,346,,2018/7/20 00:00,2019/7/1 00:00,41,2019/7/2 00:00,2018/12/21 00:00,551HO00687,3,,2018/9/17 00:00,509HO12026
38569,2019,7,A,5051879,551H0699,3040250,2016/12/6 00:00,1,204,,2018/12/9 00:00,2019/7/1 00:00,31,2019/7/2 00:00,2019/10/31 00:00,501HO00687,3,,2019/2/9 00:00,551HO00695
38570,2019,7,A,5051865,551HO00699,99040460,2016/10/27 00:00,1,156,,2019/1/26 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/8/27 00:00,501HO12658,2,,2019/4/7 00:00,TW1HO00521
38571,2019,7,A,5051868,551H0699,3040238,2016/10/28 00:00,1,67,,2019/4/25 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/10/18 00:00,501HO00687,0,,2019/10/18 00:00,501HO00687
38572,2019,7,A,5051777,,,2016/3/23 00:00,1,408,,2018/5/19 00:00,2019/7/1 00:00,40,2019/7/2 00:00,2019/1/27 00:00,551HO00687,2,,2018/10/16 00:00,509HO12026
38573,2019,7,A,5051776,,,2016/1/1 00:00,1,415,,2018/5/12 00:00,2019/7/1 00:00,42,2019/7/2 00:00,2019/1/1 00:00,551HO00687,4,,2018/8/31 00:00,509HO12026
38574,2019,7,A,5051854,001HO09593,2040693,2016/9/19 00:00,1,193,,2018/12/20 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/3/1 00:00,551HO00695,1,,2019/3/1 00:00,551HO00695
38575,2019,7,A,5051867,551H0699,41316,2016/10/28 00:00,1,187,,2018/12/26 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/6/16 00:00,007HO12095,2,,2019/5/10 00:00,551HO00687
38576,2019,7,A,5051820,507HO11621,3040206,2016/2/22 00:00,1,227,,2018/11/16 00:00,2019/7/1 00:00,41,2019/7/2 00:00,2018/12/12 00:00,551HO00687,1,,2018/12/12 00:00,551HO00687
38577,2019,7,A,5051856,011HO10360,97040167,2016/9/20 00:00,1,181,,2019/1/1 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/4/1 00:00,007HO11757,1,,2019/4/1 00:00,007HO11757
38578,2019,7,A,5051791,,,2016/8/8 00:00,1,375,,2018/6/21 00:00,2019/7/1 00:00,35,2019/7/2 00:00,2018/12/8 00:00,551HO00687,3,,2018/8/18 00:00,507HO12236
38579,2019,7,A,5051773,,,2016/2/25 00:00,1,309,,2018/8/26 00:00,2019/7/1 00:00,41,2019/7/2 00:00,2019/2/15 00:00,551HO00695,2,,2019/1/25 00:00,551HO00687
38580,2019,7,A,5051827,501HO10445,2040755,2016/4/9 00:00,1,326,,2018/8/9 00:00,2019/7/1 00:00,39,2019/7/2 00:00,2019/3/23 00:00,007HO11757,5,,2018/10/19 00:00,509HO12026
38581,2019,7,A,5051815,507HO11621,2040706,2016/2/1 00:00,2,127,,2019/2/24 00:00,2019/7/1 00:00,41,2019/7/2 00:00,2019/9/9 00:00,501HO12658,1,2018/4/14 00:00,2019/4/25 00:00,551HO00687
38582,2019,7,A,5051852,200HO00491,97040116,2016/9/10 00:00,1,155,,2019/1/27 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/10/20 00:00,501HO00687,2,,2019/6/2 00:00,007HO12095
38583,2019,7,A,5051859,551H0699,98040663,2016/10/9 00:00,1,189,,2018/12/24 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2019/5/12 00:00,551HO00687,4,,2019/1/25 00:00,551HO00687
38584,2019,7,A,5051881,200HO00402,97040165,2016/12/6 00:00,1,72,,2019/4/20 00:00,2019/7/1 00:00,31,2019/7/2 00:00,2019/5/29 00:00,551HO00687,1,,2019/5/29 00:00,551HO00687
38585,2019,7,A,5051883,551HO00699,2040666,2016/12/10 00:00,1,58,,2019/5/4 00:00,2019/7/1 00:00,31,2019/7/2 00:00,2019/8/7 00:00,501HO12658,1,,2019/6/26 00:00,551HO00687
38586,2019,7,A,5051813,507HO11621,2040701,2016/1/31 00:00,1,187,,2018/12/26 00:00,2019/7/1 00:00,42,2019/7/2 00:00,2019/3/19 00:00,551HO00687,1,,2019/3/19 00:00,551HO00687
38587,2019,7,A,5051861,551H0699,1040555,2016/10/16 00:00,1,216,,2018/11/27 00:00,2019/7/1 00:00,33,2019/7/2 00:00,2018/12/28 00:00,551HO00687,1,,2018/12/28 00:00,551HO00687
38588,2019,7,A,5051849,551H0699,3040246,2016/8/30 00:00,1,233,,2018/11/10 00:00,2019/7/1 00:00,35,2019/7/2 00:00,2019/2/27 00:00,551HO00695,1,,2019/2/27 00:00,551HO00695
38589,2019,7,A,5051850,551H0699,3040212,2016/9/1 00:00,1,134,,2019/2/17 00:00,2019/7/1 00:00,34,2019/7/2 00:00,2019/9/13 00:00,501HO12658,1,,2019/5/17 00:00,551HO00681
38590,2019,7,A,5051846,014HO06080,2040694,2016/8/6 00:00,1,38,,2019/5/24 00:00,2019/7/1 00:00,35,2019/7/2 00:00,2019/8/29 00:00,501HO12658,0,,2019/8/29 00:00,501HO12658
38591,2019,7,A,5051825,200HO00402,98040659,2016/4/7 00:00,1,259,,2018/10/15 00:00,2019/7/1 00:00,39,2019/7/2 00:00,2019/5/12 00:00,551HO00687,5,,2018/12/9 00:00,551HO00687
38592,2019,7,A,5051886,007HO10233,2040727,2016/12/25 00:00,1,31,,2019/5/31 00:00,2019/7/1 00:00,31,2019/7/2 00:00,,,0,,,
38593,2019,7,A,5051814,507HO11621,2040688,2016/2/1 00:00,2,191,,2018/12/22 00:00,2019/7/1 00:00,41,2019/7/2 00:00,2019/3/14 00:00,007HO12901,1,2018/1/12 00:00,2019/3/14 00:00,007HO12901
38594,2019,7,B,4123085,007HO07536,1112086,2015/7/18 00:00,2,272,,2018/10/19 00:00,2019/7/18 00:00,48,2019/7/22 00:00,2019/2/11 00:00,614HO07811,2,2017/9/19 00:00,2019/1/4 00:00,029HO17944
38595,2019,7,B,4123088,501HO02611,97112801,2015/7/28 00:00,2,269,,2018/10/22 00:00,2019/7/18 00:00,48,2019/7/22 00:00,2019/3/23 00:00,001HO12927,2,2017/8/31 00:00,2019/1/16 00:00,601HO11670
38596,2019,7,B,4123093,501HO02611,1112036,2015/8/2 00:00,2,172,,2019/1/27 00:00,2019/7/18 00:00,47,2019/7/19 00:00,2019/7/5 00:00,029HO18438,3,2018/1/5 00:00,2019/4/14 00:00,029HO17944
38597,2019,7,B,4123101,501HO08778,2110107,2015/8/11 00:00,2,357,,2018/7/26 00:00,2019/7/18 00:00,47,2019/7/19 00:00,2018/12/21 00:00,029HO17944,3,2017/7/18 00:00,2018/10/27 00:00,029HO17944
38598,2019,7,B,4123103,501HO08778,1111103,2015/8/16 00:00,2,73,,2019/5/6 00:00,2019/7/18 00:00,47,2019/7/22 00:00,2019/10/12 00:00,007HO14732,0,2018/1/10 00:00,2019/8/3 00:00,203HO01513
38599,2019,7,B,4123107,外購,外購,2015/9/5 00:00,2,180,,2019/1/19 00:00,2019/7/18 00:00,46,2019/7/22 00:00,2019/5/9 00:00,203HO01513,1,2017/12/17 00:00,2019/5/9 00:00,203HO01513
38600,2019,7,B,4123108,029HO14132,2111054,2015/8/20 00:00,2,304,,2018/9/17 00:00,2019/7/18 00:00,47,2019/7/19 00:00,2019/9/18 00:00,203HO03005,2,2017/8/5 00:00,2018/12/8 00:00,614HO07811
38601,2019,7,B,4123114,029HO14132,1112045,2015/9/5 00:00,2,300,,2018/9/21 00:00,2019/7/18 00:00,46,2019/7/22 00:00,2019/3/9 00:00,203HO01513,4,2017/10/24 00:00,2018/11/15 00:00,029HO17944
38602,2019,7,B,4123120,029HO14132,116682,2015/9/19 00:00,2,220,,2018/12/10 00:00,2019/7/18 00:00,46,2019/7/19 00:00,2019/1/30 00:00,203HO01513,1,2018/1/7 00:00,2019/1/30 00:00,203HO01513
38603,2019,7,B,4123129,029HO14390,111324,2015/10/31 00:00,2,123,,2019/3/17 00:00,2019/7/18 00:00,45,2019/7/22 00:00,2019/5/27 00:00,029HO18438,1,2018/2/27 00:00,2019/5/27 00:00,029HO18438
38604,2019,7,B,4123131,029HO14132,2116281,2015/11/12 00:00,2,141,,2019/2/27 00:00,2019/7/18 00:00,44,2019/7/22 00:00,2019/9/4 00:00,203HO03005,2,2018/1/2 00:00,2019/4/24 00:00,523HO01513
38605,2019,7,B,4123132,外購,外購,2015/12/6 00:00,2,143,,2019/2/25 00:00,2019/7/18 00:00,43,2019/7/22 00:00,2019/9/7 00:00,203HO03005,3,2018/1/6 00:00,2019/5/1 00:00,029HO18438
38606,2019,7,B,4123135,外購,外購,2015/12/17 00:00,1,465,,2018/4/9 00:00,2019/7/18 00:00,43,2019/7/22 00:00,2018/12/22 00:00,001HO12927,3,,2018/6/19 00:00,001HO11048
38607,2019,7,B,4123138,029HO14390,1112096,2015/12/19 00:00,2,167,,2019/2/1 00:00,2019/7/18 00:00,43,2019/7/22 00:00,2019/9/23 00:00,203HO03005,4,2018/2/19 00:00,2019/3/27 00:00,203HO01515
38608,2019,7,B,4123139,外購,外購,2015/12/21 00:00,2,210,,2018/12/20 00:00,2019/7/18 00:00,43,2019/7/19 00:00,2019/5/14 00:00,001HO12927,2,2018/1/14 00:00,2019/4/20 00:00,523HO01513
38609,2019,7,B,4123144,029HO14390,1112027,2015/12/29 00:00,2,134,,2019/3/6 00:00,2019/7/18 00:00,43,2019/7/22 00:00,2019/10/17 00:00,007HO14732,1,2018/2/15 00:00,2019/6/29 00:00,029HO18438
38610,2019,7,B,4123147,029HO14930,111836,2016/1/1 00:00,2,34,,2019/6/14 00:00,2019/7/18 00:00,42,2019/7/22 00:00,2019/10/20 00:00,007HO14732,0,2018/1/16 00:00,2019/8/21 00:00,203HO01513
38611,2019,7,B,4123149,5H53812,3114053,2016/1/3 00:00,1,434,,2018/5/10 00:00,2019/7/18 00:00,42,2019/7/19 00:00,2019/3/2 00:00,029HO18438,5,,2018/8/2 00:00,001HO12927
38612,2019,7,B,4123152,029HO14132,111138,2016/1/8 00:00,2,44,,2019/6/4 00:00,2019/7/18 00:00,42,2019/7/22 00:00,2019/9/24 00:00,203HO03005,0,2018/1/4 00:00,2019/8/20 00:00,203HO03005
38613,2019,7,B,4123166,029HO10124,2111126,2016/1/17 00:00,1,536,,2018/1/28 00:00,2019/7/18 00:00,42,2019/7/19 00:00,2019/6/4 00:00,029HO17944,12,,2018/4/14 00:00,551H3127
38614,2019,7,B,4123169,001HO08784,3114050,2016/1/20 00:00,1,469,,2018/4/5 00:00,2019/7/18 00:00,42,2019/7/19 00:00,2019/4/30 00:00,029HO18438,5,,2018/6/12 00:00,001HO11048
38615,2019,7,B,5125662,001HO08784,2111110,2016/1/22 00:00,1,507,,2018/2/26 00:00,2019/7/18 00:00,42,2019/7/22 00:00,2019/5/28 00:00,029HO17944,11,,2018/4/28 00:00,551H3127
38616,2019,7,B,5125664,005HO53812,3114807,2016/1/23 00:00,2,211,,2018/12/19 00:00,2019/7/18 00:00,42,2019/7/22 00:00,2019/9/18 00:00,203HO03005,5,2017/12/26 00:00,2019/2/13 00:00,614HO07811
38617,2019,7,B,5125667,001HO08784,3114813,2016/1/27 00:00,2,65,,2019/5/14 00:00,2019/7/18 00:00,42,2019/7/22 00:00,2019/8/15 00:00,203HO01513,0,2018/2/14 00:00,2019/8/15 00:00,203HO01513
38618,2019,7,B,5125673,005HO53812,3114795,2016/2/8 00:00,2,134,,2019/3/6 00:00,2019/7/18 00:00,41,2019/7/22 00:00,2019/9/13 00:00,203HO03005,0,2018/2/23 00:00,2019/9/13 00:00,203HO03005
38619,2019,7,B,5125674,029HO13329,3114819,2016/2/8 00:00,2,174,,2019/1/25 00:00,2019/7/18 00:00,41,2019/7/22 00:00,2019/9/8 00:00,203HO03005,1,2018/1/26 00:00,2019/5/9 00:00,029HO17944
38620,2019,7,B,5125675,005HO53812,2111139,2016/2/8 00:00,2,59,,2019/5/20 00:00,2019/7/18 00:00,41,2019/7/22 00:00,2019/7/24 00:00,203HO01513,0,2018/6/29 00:00,2019/7/24 00:00,203HO01513
38621,2019,7,B,5125677,005HO53812,2111135,2016/2/9 00:00,1,509,,2018/2/24 00:00,2019/7/18 00:00,41,2019/7/22 00:00,2019/3/26 00:00,029HO17944,7,,2018/5/12 00:00,551H3127
38622,2019,7,B,5125679,005HO53812,1112100,2016/2/11 00:00,2,156,,2019/2/12 00:00,2019/7/18 00:00,41,2019/7/22 00:00,2019/7/9 00:00,029HO18438,4,2018/3/2 00:00,2019/4/17 00:00,151HO00718
38623,2019,7,B,5125681,001HO08784,2111122,2016/2/22 00:00,2,132,,2019/3/8 00:00,2019/7/18 00:00,41,2019/7/22 00:00,2019/8/19 00:00,203HO03005,3,2018/4/4 00:00,2019/5/3 00:00,029HO17944
38624,2019,7,B,5125682,005HO53812,2111117,2016/2/24 00:00,1,331,,2018/8/21 00:00,2019/7/18 00:00,41,2019/7/19 00:00,2019/3/27 00:00,001HO12927,6,,2018/11/9 00:00,203HO01513
38625,2019,7,B,5125686,5H53812,111455,2016/3/12 00:00,2,166,,2019/2/2 00:00,2019/7/18 00:00,40,2019/7/22 00:00,2019/7/23 00:00,203HO03005,2,2018/3/20 00:00,2019/4/27 00:00,151HO00756
38626,2019,7,B,5125689,005HO54312,10826656,2016/3/16 00:00,2,199,,2018/12/31 00:00,2019/7/18 00:00,40,2019/7/19 00:00,2019/3/18 00:00,203HO01513,1,2018/1/23 00:00,2019/3/18 00:00,203HO01513
38627,2019,7,B,5125691,005HO53812,10826124,2016/3/27 00:00,2,16,,2019/7/2 00:00,2019/7/18 00:00,40,2019/7/22 00:00,2019/9/7 00:00,203HO03005,0,2018/7/31 00:00,2019/9/7 00:00,203HO03005
38628,2019,7,B,5125694,001HO08784,3114804,2016/4/2 00:00,1,346,,2018/8/6 00:00,2019/7/18 00:00,39,2019/7/22 00:00,2019/7/5 00:00,029HO18438,4,,2018/9/27 00:00,203HO01513
38629,2019,7,B,5125700,007HO11207,1112054,2016/5/1 00:00,1,332,,2018/8/20 00:00,2019/7/18 00:00,38,2019/7/22 00:00,2019/1/11 00:00,601HO11670,4,,2018/10/14 00:00,001HO12927
38630,2019,7,B,5125705,007HO11207,3114840,2016/5/22 00:00,1,333,,2018/8/19 00:00,2019/7/18 00:00,38,2019/7/19 00:00,2019/1/15 00:00,203HO01513,4,,2018/10/18 00:00,029HO18438
38631,2019,7,B,5125721,007HO11207,98116513,2016/6/18 00:00,1,312,,2018/9/9 00:00,2019/7/18 00:00,37,2019/7/19 00:00,2019/7/9 00:00,029HO18438,3,,2018/11/15 00:00,029HO17944
38632,2019,7,B,5125723,007HO11207,2111044,2016/6/30 00:00,2,63,,2019/5/16 00:00,2019/7/18 00:00,37,2019/7/22 00:00,2019/10/2 00:00,203HO01513,0,2018/6/15 00:00,2019/7/21 00:00,203HO01513
38633,2019,7,B,5125726,029HO13706,116691,2016/6/28 00:00,1,163,,2019/2/5 00:00,2019/7/18 00:00,37,2019/7/22 00:00,2019/4/27 00:00,151HO00756,1,,2019/4/27 00:00,151HO00756
38634,2019,7,B,5125737,029HO13094,1112021,2016/7/25 00:00,1,270,,2018/10/21 00:00,2019/7/18 00:00,36,2019/7/22 00:00,2018/12/16 00:00,601HO11670,1,,2018/12/16 00:00,601HO11670
38635,2019,7,B,5125744,005HO53812,2110116,2016/8/8 00:00,1,320,,2018/9/1 00:00,2019/7/18 00:00,35,2019/7/22 00:00,2019/2/1 00:00,203HO01513,2,,2018/10/26 00:00,001HO12927
38636,2019,7,B,5125745,005HO54241,10826021,2016/8/8 00:00,1,272,,2018/10/19 00:00,2019/7/18 00:00,35,2019/7/22 00:00,2019/6/26 00:00,029HO18438,6,,2019/1/14 00:00,203HO01513
38637,2019,7,B,5125749,005HO53812,3114863,2016/8/13 00:00,2,14,,2019/7/4 00:00,2019/7/18 00:00,35,2019/7/22 00:00,2019/9/12 00:00,203HO01513,0,2018/7/11 00:00,2019/9/12 00:00,203HO01513
38638,2019,7,B,5125753,005HO53812,98116531,2016/8/23 00:00,1,239,,2018/11/21 00:00,2019/7/18 00:00,35,2019/7/22 00:00,2019/1/27 00:00,601HO11670,1,,2019/1/27 00:00,601HO11670
38639,2019,7,B,5125755,005HO53812,2112195,2016/8/24 00:00,1,270,,2018/10/21 00:00,2019/7/18 00:00,35,2019/7/22 00:00,2019/10/10 00:00,007HO14732,1,,2019/3/1 00:00,203HO01513
